seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj
chr3	13339472	13341641	2170	*	peak_10413	1.44283986706318	3.43504281933195e-21	Promoter	3	13336809	13341141	4333	2	23225	ENST00000485755.1	0	ENSG00000132182	NUP210	nucleoporin 210	NA	NA	NA
chr12	3576756	3577613	858	*	peak_3040	1.41594632308234	3.47282928921229e-21	Exon (ENST00000452611.6/56341, exon 7 of 10)	12	3538214	3593973	55760	1	56341	ENST00000261252.4	38542	ENSG00000111218	PRMT8	protein arginine methyltransferase 8	NA	NA	NA
chr8	142094824	142096813	1990	*	peak_14092	1.01783192896596	3.47282928921229e-21	Distal Intergenic	8	142176339	142176418	80	1	100616268	ENST00000584349.1	-79526	ENSG00000265247	MIR4472-1	microRNA 4472-1	NA	NA	NA
chr22	23217904	23219056	1153	*	peak_9810	1.33555916402594	3.64158470289961e-21	Intron (ENST00000479188.5/613, intron 1 of 4)	22	23198332	23253833	55502	1	613	ENST00000487679.1	19572	ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	NA	NA	NA
chr22	39453649	39455060	1412	*	peak_10098	1.32087611997537	6.81923932839524e-21	Distal Intergenic	22	39457012	39492194	35183	1	4248	ENST00000341184.7	-1952	ENSG00000128268	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	NA	NA	NA
chr16	70478141	70482205	4065	*	peak_5258	1.34058425643312	7.25979668587163e-21	Promoter	16	70480867	70482794	1928	2	25839	ENST00000565715.1	589	ENSG00000103051	COG4	component of oligomeric golgi complex 4	NA	NA	NA
chr2	96082847	96085095	2249	*	peak_8015	1.02280908369066	8.42491274215302e-21	Distal Intergenic	2	96051943	96066895	14953	2	105373494	ENST00000727484.1	-15952	NA	LOC105373494	uncharacterized LOC105373494	NA	NA	NA
chr10	79188888	79190421	1534	*	peak_1886	1.10792508870164	1.35783998617038e-20	Intron (ENST00000334512.10/57178, intron 4 of 24)	10	79243669	79291085	47417	1	57178	ENST00000472035.5	-53248	ENSG00000108175	ZMIZ1	zinc finger MIZ-type containing 1	NA	NA	NA
chr11	71363771	71365521	1751	*	peak_2751	1.46362158424613	1.40540824774783e-20	Distal Intergenic	11	71382601	71407772	25172	2	124902707	ENST00000460880.1	42251	NA	NA	NA	NA	NA	NA
chr1	46552691	46553849	1159	*	peak_625	1.40118167862854	1.48434348964961e-20	Intron (ENST00000657773.1/100507423, intron 2 of 5)	1	46545641	46551647	6007	2	148930	ENST00000481882.7	-1044	ENSG00000162456	KNCN	kinocilin	NA	NA	NA
chr3	126353645	126354488	844	*	peak_10945	1.33418584688544	1.69501026882572e-20	Promoter	3	126352675	126354285	1611	2	28999	ENST00000509675.1	0	ENSG00000163884	KLF15	KLF transcription factor 15	NA	NA	NA
chr12	31226340	31228106	1767	*	peak_3210	1.01474929952979	1.83997828177648e-20	Distal Intergenic	12	31112236	31201235	89000	2	144203	ENST00000641844.2	-25105	ENSG00000177359	OVOS2	alpha-2-macroglobulin like 1 pseudogene	NA	NA	NA
chr17	50619516	50621224	1709	*	peak_5946	1.12003033260995	1.9789780221265e-20	Exon (ENST00000359106.10/8913, exon 34 of 38)	17	50627032	50631977	4946	2	101927253	ENST00000502435.2	10753	ENSG00000251239	LOC101927253	uncharacterized LOC101927253	NA	NA	NA
chr8	143392505	143395214	2710	*	peak_14212	1.00568679050252	2.53896955125014e-20	Distal Intergenic	8	143408120	143419151	11032	1	104326051	ENST00000790480.1	-12906	ENSG00000254338	MAFA-AS1	MAFA antisense RNA 1	NA	NA	NA
chr19	44697375	44698919	1545	*	peak_7197	1.52552646488806	2.99586365386331e-20	Promoter	19	44699151	44710718	11568	1	388551	ENST00000587331.7	-232	ENSG00000213892	CEACAM16	CEA cell adhesion molecule 16, tectorial membrane component	NA	NA	NA
chr8	141173120	141175166	2047	*	peak_13965	1.02788325627001	3.13119870455425e-20	Promoter	8	141173505	141176652	3148	1	22898	ENST00000523066.1	0	ENSG00000105339	DENND3	DENN domain containing 3	NA	NA	NA
chr22	24162846	24167013	4168	*	peak_9842	1.0221007242978	3.32762227718046e-20	Promoter	22	24167223	24173398	6176	1	23523	ENST00000485008.1	-210	ENSG00000099991	CABIN1	calcineurin binding protein 1	NA	NA	NA
chr17	58302487	58303457	971	*	peak_6021	1.35588300373722	4.19287963541524e-20	Exon (ENST00000581692.2/ENST00000581692.2, exon 1 of 1)	17	58301231	58306357	5127	2	9256	ENST00000581675.5	2900	ENSG00000005379	TSPOAP1	TSPO associated protein 1	NA	NA	NA
chr16	1276910	1278949	2040	*	peak_4693	1.0908736263968	4.31926306819162e-20	Distal Intergenic	16	1291444	1325350	33907	1	7329	ENST00000711353.1	-12495	ENSG00000103275	UBE2I	ubiquitin conjugating enzyme E2 I	NA	NA	NA
chr10	69506499	69507518	1020	*	peak_1662	1.30801204303525	4.55639174507154e-20	Promoter	10	69505968	69507229	1262	1	23555	ENST00000470508.1	531	ENSG00000099282	TSPAN15	tetraspanin 15	NA	NA	NA
chr19	45056694	45057779	1086	*	peak_7201	1.28350368232928	5.17603534941224e-20	Exon (ENST00000221455.8/11129, exon 7 of 21)	19	45052800	45058253	5454	1	11129	ENST00000588016.1	3894	ENSG00000104859	CLASRP	CLK4 associating serine/arginine rich protein	NA	NA	NA
chr10	70532038	70533875	1838	*	peak_1702	1.37909677686874	5.75648507484987e-20	Exon (ENST00000263563.7/27143, exon 6 of 20)	10	70538172	70568378	30207	1	27143	ENST00000697574.1	-4297	ENSG00000107719	PALD1	phosphatase domain containing paladin 1	NA	NA	NA
chr10	102416299	102417662	1364	*	peak_2056	1.25669093724013	6.13481996395358e-20	5' UTR	10	102402619	102418785	16167	2	5662	ENST00000020673.6	1123	ENSG00000059915	PSD	pleckstrin and Sec7 domain containing	NA	NA	NA
chr22	46120914	46122961	2048	*	peak_10225	1.05453264007509	6.71059788848628e-20	Distal Intergenic	22	46129589	46144031	14443	1	124905137	ENST00000846781.1	-6628	NA	LOC124905137	uncharacterized LOC124905137	NA	NA	NA
chr10	49740032	49741712	1681	*	peak_1620	1.09650414220777	6.91902010343532e-20	Promoter	10	49734646	49739499	4854	2	55753	ENST00000490844.1	-533	ENSG00000197444	OGDHL	oxoglutarate dehydrogenase L	NA	NA	NA
chr10	71686692	71688449	1758	*	peak_1772	1.14104029557128	7.94009660279009e-20	Exon (ENST00000224721.12/64072, exon 19 of 70)	10	71712604	71742036	29433	1	64072	ENST00000398792.3	-24155	ENSG00000107736	CDH23	cadherin related 23	NA	NA	NA
chr5	132068277	132069974	1698	*	peak_11844	1.28679414089559	7.96174249989696e-20	Exon (ENST00000731280.1/ENST00000731280.1, exon 2 of 2)	5	132073789	132076170	2382	1	1437	ENST00000296871.4	-3815	ENSG00000164400	CSF2	colony stimulating factor 2	NA	NA	NA
chr9	121781208	121783450	2243	*	peak_14581	1.17524813006284	1.13180007968426e-19	3' UTR	9	121760340	121768526	8187	1	153090	ENST00000459906.1	20868	ENSG00000136848	DAB2IP	DAB2 interacting protein	NA	NA	NA
chr1	37434135	37435077	943	*	peak_469	1.16983877999173	1.1339830916146e-19	Intron (ENST00000744092.1/728431, intron 1 of 2)	1	37333698	37423903	90206	2	107984942	ENST00000744096.1	-10232	NA	LOC107984942	uncharacterized LOC107984942	NA	NA	NA
chr18	14503322	14504043	722	*	peak_6648	1.49114618571059	1.2538476221678e-19	Distal Intergenic	18	14492906	14499415	6510	2	440224	ENST00000740705.1	-3907	ENSG00000293262	CXADRP3	CXADR pseudogene 3	NA	NA	NA
chr13	113093695	113094921	1227	*	peak_3792	1.33210729524406	1.3400666802913e-19	Promoter	13	113093601	113098548	4948	1	23263	ENST00000469415.1	94	ENSG00000126217	MCF2L	MCF.2 cell line derived transforming sequence like	NA	NA	NA
chr3	50190936	50192071	1136	*	peak_10690	1.01405104232673	1.3400666802913e-19	Promoter	3	50191610	50197696	6087	1	2779	ENST00000232461.8	0	ENSG00000114349	GNAT1	G protein subunit alpha transducin 1	NA	NA	NA
chr17	74433424	74434077	654	*	peak_6231	1.19226819932553	1.47135946673329e-19	Promoter	17	74433697	74447028	13332	1	55890	ENST00000392629.3	0	ENSG00000170412	GPRC5C	G protein-coupled receptor class C group 5 member C	NA	NA	NA
chr17	50800676	50803036	2361	*	peak_5951	1.1338957418121	1.64397591883154e-19	Intron (ENST00000729388.1/ENST00000729388.1, intron 1 of 1)	17	50834650	50841308	6659	1	124857	ENST00000426127.1	-31614	ENSG00000173714	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	NA	NA	NA
chr22	29215333	29218347	3015	*	peak_9934	1.01240109277254	1.69048841100269e-19	Promoter	22	29215577	29233667	18091	1	129080	ENST00000484039.5	0	ENSG00000186998	EMID1	EMI domain containing 1	NA	NA	NA
chr17	82441476	82442960	1485	*	peak_6487	1.10406275362674	1.74215783071879e-19	3' UTR	17	82440114	82442352	2239	1	284004	ENST00000582131.1	1362	ENSG00000169660	HEXD	hexosaminidase D	NA	NA	NA
chr22	30396682	30398864	2183	*	peak_9950	1.04521204692076	1.74215783071879e-19	Promoter	22	30396941	30415865	18925	1	23541	ENST00000428195.5	0	ENSG00000100003	SEC14L2	SEC14 like lipid binding 2	NA	NA	NA
chr1	37029039	37030127	1089	*	peak_459	1.40145056239037	1.78097013055322e-19	Intron (ENST00000373091.8/2899, intron 1 of 15)	1	36804618	37034129	229512	2	2899	ENST00000373093.4	4002	ENSG00000163873	GRIK3	glutamate ionotropic receptor kainate type subunit 3	NA	NA	NA
chr9	93060939	93062978	2040	*	peak_14492	1.27201029919587	2.1255110187794e-19	Intron (ENST00000617293.4/203328, intron 1 of 3)	9	93058779	93084667	25889	1	203328	ENST00000465709.5	2160	ENSG00000157303	SUSD3	sushi domain containing 3	NA	NA	NA
chr22	19912312	19913140	829	*	peak_9671	1.04274723602556	2.22487451001655e-19	Intron (ENST00000400518.5/10587, intron 7 of 17)	22	19895016	19915789	20774	2	10587	ENST00000475995.3	2649	ENSG00000184470	TXNRD2	thioredoxin reductase 2	NA	NA	NA
chr3	50647406	50649994	2589	*	peak_10732	1.00867167567972	2.41259785311485e-19	3' UTR	3	50646212	50648627	2416	1	7867	ENST00000451680.1	1194	ENSG00000114738	MAPKAPK3	MAPK activated protein kinase 3	NA	NA	NA
chr16	56862055	56864044	1990	*	peak_5150	1.06995012792684	2.42675356863564e-19	Distal Intergenic	16	56865207	56913405	48199	1	6559	ENST00000566786.5	-1163	ENSG00000070915	SLC12A3	solute carrier family 12 member 3	NA	NA	NA
chr8	141277849	141279515	1667	*	peak_13973	1.06973427038701	2.60630673469994e-19	Exon (ENST00000520606.1/ENST00000520606.1, exon 1 of 2)	8	141254565	141256817	2253	1	105375787	ENST00000518520.1	23284	ENSG00000254019	SLC45A4-AS1	SLC45A4 antisense RNA 1	NA	NA	NA
chr12	125208773	125209719	947	*	peak_3533	1.68588539358178	3.03086334068657e-19	Intron (ENST00000682704.1/114795, intron 1 of 8)	12	125186386	125662369	475984	1	114795	ENST00000682704.1	22387	ENSG00000139364	TMEM132B	transmembrane protein 132B	NA	NA	NA
chr8	144382579	144383684	1106	*	peak_14248	1.6436005532434	3.03341530187237e-19	3' UTR	8	144374076	144391055	16980	1	203054	ENST00000526833.2	8503	ENSG00000173137	ADCK5	aarF domain containing kinase 5	NA	NA	NA
chr20	57839263	57840647	1385	*	peak_9265	1.16253694562152	3.44578901913469e-19	Distal Intergenic	20	57659550	57711536	51987	2	56937	ENST00000472841.1	-127727	ENSG00000124225	PMEPA1	prostate transmembrane protein, androgen induced 1	NA	NA	NA
chr12	132497193	132501953	4761	*	peak_3667	1.1865986875531	3.51011182582411e-19	Intron (ENST00000434748.2/57666, intron 1 of 16)	12	132507030	132511952	4923	1	57666	ENST00000542061.2	-5077	ENSG00000112787	FBRSL1	fibrosin like 1	NA	NA	NA
chr3	195816278	195818256	1979	*	peak_11235	1.12138485929143	4.01566262595133e-19	Distal Intergenic	3	195809644	195811973	2330	2	4585	ENST00000478685.1	-4305	ENSG00000145113	MUC4	mucin 4, cell surface associated	NA	NA	NA
chr3	134607357	134609376	2020	*	peak_11064	1.01134950608922	4.44648339714721e-19	Exon (ENST00000423778.7/339855, exon 10 of 11)	3	134615365	134951651	336287	1	2047	ENST00000460895.5	-5989	ENSG00000154928	EPHB1	EPH receptor B1	NA	NA	NA
chr7	44096205	44097590	1386	*	peak_12919	1.27321199612231	4.71249918656124e-19	Distal Intergenic	7	44104345	44114560	10216	1	165	ENST00000223357.8	-6755	ENSG00000106624	AEBP1	AE binding protein 1	NA	NA	NA
chr2	71583304	71584901	1598	*	peak_7932	1.31805332981431	5.51093543025e-19	Intron (ENST00000258104.8/8291, intron 30 of 54)	2	71588705	71600842	12138	1	8291	ENST00000493767.1	-3804	ENSG00000135636	DYSF	dysferlin	NA	NA	NA
chr3	50559268	50560507	1240	*	peak_10725	1.34454333960345	8.37083306080135e-19	3' UTR	3	50559525	50561911	2387	2	51161	ENST00000422619.1	1404	ENSG00000088543	C3orf18	chromosome 3 open reading frame 18	NA	NA	NA
chr16	4293606	4294659	1054	*	peak_4768	1.39227879042012	8.44623444113366e-19	Distal Intergenic	16	4314761	4339597	24837	1	84662	ENST00000262366.7	-20102	ENSG00000126603	GLIS2	GLIS family zinc finger 2	NA	NA	NA
chr1	30082221	30084098	1878	*	peak_345	1.09187184847351	9.81674683839467e-19	Distal Intergenic	1	30013952	30037612	23661	2	101929406	ENST00000445180.2	-44609	ENSG00000233399	LINC01648	long intergenic non-protein coding RNA 1648	NA	NA	NA
chr1	23215593	23216528	936	*	peak_224	1.44871330532117	1.16510866112531e-18	Promoter	1	23191895	23217502	25608	2	3352	ENST00000374619.2	974	ENSG00000179546	HTR1D	5-hydroxytryptamine receptor 1D	NA	NA	NA
chr1	154866610	154867651	1042	*	peak_950	1.14606017656122	1.57972099552589e-18	Promoter	1	154707952	154868319	160368	2	3782	ENST00000358505.2	668	ENSG00000143603	KCNN3	potassium calcium-activated channel subfamily N member 3	NA	NA	NA
chr17	73497516	73498753	1238	*	peak_6187	1.26271497988523	1.57972099552589e-18	Intron (ENST00000392650.8/54549, intron 2 of 44)	17	73504340	73507594	3255	2	54549	ENST00000585283.1	8841	ENSG00000069188	SDK2	sidekick cell adhesion molecule 2	NA	NA	NA
chr5	134585892	134587491	1600	*	peak_11923	1.0526903107142	1.9967516321471e-18	Distal Intergenic	5	134564172	134575737	11566	1	23338	ENST00000470876.1	21720	ENSG00000043143	JADE2	jade family PHD finger 2	NA	NA	NA
chr17	79534816	79536166	1351	*	peak_6379	1.04035522321018	2.13554476657863e-18	Intron (ENST00000693108.1/146713, intron 1 of 14)	17	79090816	79516148	425333	2	146713	ENST00000580155.5	-18668	ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	NA	NA	NA
chr2	120388734	120389975	1242	*	peak_8217	1.12687285192898	2.4708373986927e-18	Distal Intergenic	2	120346136	120351803	5668	1	3625	ENST00000295228.4	42598	ENSG00000163083	INHBB	inhibin subunit beta B	NA	NA	NA
chr5	135062100	135065761	3662	*	peak_11928	1.00870592694726	3.46086249435973e-18	Intron (ENST00000624272.3/100996485, intron 2 of 5)	5	135038831	135040047	1217	2	101927953	ENST00000507035.2	-22053	ENSG00000249082	EPIST	esophagus epithelial intergenic associated transcript	NA	NA	NA
chr17	74853782	74856450	2669	*	peak_6263	1.18004942490792	3.65682021983255e-18	5' UTR	17	74843364	74859872	16509	2	2905	ENST00000584176.1	3422	ENSG00000161509	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	NA	NA	NA
chr15	79066029	79067721	1693	*	peak_4519	1.05111516172928	3.66861601666288e-18	Intron (ENST00000558480.7/5923, intron 1 of 26)	15	78978380	79064663	86284	2	5923	ENST00000560334.5	-1366	ENSG00000058335	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	NA	NA	NA
chr3	184227457	184228646	1190	*	peak_11165	1.27793897412632	4.41708737326092e-18	Promoter	3	184229585	184242329	12745	1	90113	ENST00000691901.1	-939	ENSG00000145198	VWA5B2	von Willebrand factor A domain containing 5B2	NA	NA	NA
chr16	11391668	11392827	1160	*	peak_4875	1.35189710862508	5.44792728900137e-18	Promoter	16	11372015	11392065	20051	2	400499	ENST00000599216.5	0	ENSG00000188897	LOC400499	putative uncharacterized protein LOC400499	NA	NA	NA
chr22	42356877	42358283	1407	*	peak_10137	1.22946518846625	5.44895448477812e-18	Distal Intergenic	22	42364402	42369208	4807	2	102723775	ENST00000412060.1	10925	ENSG00000229891	LINC01315	long intergenic non-protein coding RNA 1315	NA	NA	NA
chr10	44260397	44262384	1988	*	peak_1496	1.06986216495024	5.8266833048927e-18	Exon (ENST00000437014.1/ENST00000437014.1, exon 1 of 2)	10	44292262	44294371	2110	1	100130539	ENST00000623589.2	-29878	NA	LINC02881	long intergenic non-protein coding RNA 2881	NA	NA	NA
chr22	43246813	43247987	1175	*	peak_10163	1.30975698462245	6.93638128663179e-18	Intron (ENST00000360835.9/80274, intron 6 of 21)	22	43231756	43262799	31044	2	80274	ENST00000449304.5	14812	ENSG00000159307	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	NA	NA	NA
chr19	46990161	46991619	1459	*	peak_7233	1.18596754792702	7.02780415731865e-18	Promoter	19	46989584	46997750	8167	1	2909	ENST00000596593.1	577	ENSG00000160007	ARHGAP35	Rho GTPase activating protein 35	NA	NA	NA
chr19	35852334	35852939	606	*	peak_7074	1.53506142700802	7.19086751736682e-18	Promoter	19	35825372	35852504	27133	2	4868	ENST00000378910.10	0	ENSG00000161270	NPHS1	NPHS1 adhesion molecule, nephrin	NA	NA	NA
chr17	79005223	79006592	1370	*	peak_6331	1.02605157809483	8.06882142040217e-18	Promoter	17	78997666	79006213	8548	2	124583	ENST00000592887.1	0	ENSG00000171302	CANT1	calcium activated nucleotidase 1	NA	NA	NA
chr10	46520394	46521293	900	*	peak_1536	1.09177542727775	1.00374769757117e-17	Intron (ENST00000616785.1/643650, intron 3 of 3)	10	46540870	46542644	1775	1	124902419	ENST00000728668.1	-19577	NA	LOC124902419	uncharacterized LOC124902419	NA	NA	NA
chr10	43081335	43083750	2416	*	peak_1451	1.06498556885807	1.02617507109888e-17	Intron (ENST00000671844.1/5979, intron 1 of 15)	10	43077086	43130271	53186	1	5979	ENST00000615310.5	4249	ENSG00000165731	RET	ret proto-oncogene	NA	NA	NA
chr2	238566719	238568278	1560	*	peak_8674	1.00046550482635	1.15270050953918e-17	Intron (ENST00000653335.1/105373962, intron 1 of 2)	2	238510690	238555054	44365	2	151171	ENST00000446979.1	-11665	ENSG00000225493	LINC01107	long intergenic non-protein coding RNA 1107	NA	NA	NA
chr22	42386468	42388171	1704	*	peak_10139	1.0423092801318	1.15270050953918e-17	Exon (ENST00000329021.10/150372, exon 5 of 6)	22	42364387	42369300	4914	2	102723775	ENST00000653912.3	-17168	ENSG00000229891	LINC01315	long intergenic non-protein coding RNA 1315	NA	NA	NA
chr10	77603331	77604296	966	*	peak_1828	1.27451047735591	1.24333502136893e-17	Intron (ENST00000639601.1/3778, intron 1 of 27)	10	77011994	77637335	625342	2	3778	ENST00000638249.1	33039	ENSG00000156113	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	NA	NA	NA
chr22	37751464	37753102	1639	*	peak_10058	1.08502732820521	1.89321618590316e-17	Promoter	22	37744315	37751839	7525	2	102724378	ENST00000825465.1	0	NA	LOC102724378	uncharacterized LOC102724378	NA	NA	NA
chr10	47358508	47360887	2380	*	peak_1570	1.03667515969937	1.91708274333395e-17	Distal Intergenic	10	47348363	47357881	9519	1	5949	ENST00000584701.2	10145	ENSG00000265203	RBP3	retinol binding protein 3	NA	NA	NA
chr22	40033115	40034770	1656	*	peak_10115	1.20766403531654	2.09549176007996e-17	3' UTR	22	40042688	40044586	1899	2	114841040	ENST00000569912.3	9816	NA	TNRC6B-DT	TNRC6B divergent transcript	NA	NA	NA
chr17	74210685	74212049	1365	*	peak_6217	1.11045753056373	2.23381318395999e-17	Promoter	17	74188214	74212759	24546	2	85001	ENST00000764636.1	710	ENSG00000246731	MGC16275	uncharacterized protein MGC16275	NA	NA	NA
chr22	41326332	41327580	1249	*	peak_10122	1.06847859893539	2.2339037581657e-17	Exon (ENST00000352645.5/23264, exon 5 of 23)	22	41301715	41336843	35129	1	23264	ENST00000486331.1	24617	ENSG00000100403	ZC3H7B	zinc finger CCCH-type containing 7B	NA	NA	NA
chr6	39204228	39206000	1773	*	peak_12360	1.12178256931842	2.63720232280462e-17	Intron (ENST00000359534.4/8645, intron 1 of 4)	6	39188971	39229475	40505	2	8645	ENST00000359534.4	23475	ENSG00000164626	KCNK5	potassium two pore domain channel subfamily K member 5	NA	NA	NA
chr19	33279636	33280415	780	*	peak_7031	1.37275574925453	2.91348715147036e-17	Intron (ENST00000821118.1/ENST00000821118.1, intron 1 of 1)	19	33299934	33302534	2601	2	1050	ENST00000498907.3	22119	ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha	NA	NA	NA
chr19	30131180	30133367	2188	*	peak_7005	1.02354202690599	3.47986620148851e-17	Distal Intergenic	19	30078133	30085893	7761	1	107985271	ENST00000660929.1	53047	NA	LOC107985271	uncharacterized LOC107985271	NA	NA	NA
chr10	132655672	132657546	1875	*	peak_2264	1.08977058380352	3.70987862718084e-17	Intron (ENST00000368594.8/3632, intron 4 of 15)	10	132690392	132727349	36958	1	3632	ENST00000487614.1	-32846	ENSG00000068383	INPP5A	inositol polyphosphate-5-phosphatase A	NA	NA	NA
chr20	32546633	32547935	1303	*	peak_8991	1.01437083562859	4.08432601440823e-17	Intron (ENST00000621426.7/140688, intron 1 of 10)	20	32537066	32541426	4361	1	105372592	ENST00000788320.1	9567	NA	LOC105372592	uncharacterized LOC105372592	NA	NA	NA
chrX	48601123	48602136	1014	*	peak_14737	1.34398284065036	4.46470806668667e-17	Promoter	23	48600582	48604892	4311	1	64743	ENST00000482760.3	541	ENSG00000101940	WDR13	WD repeat domain 13	NA	NA	NA
chr18	14867779	14868319	541	*	peak_6652	1.53540112424201	4.55455570854716e-17	Distal Intergenic	18	14877611	14884052	6442	1	105372009	ENST00000582962.1	-9292	ENSG00000265786	LINC01906	long intergenic non-protein coding RNA 1906	NA	NA	NA
chr16	2161005	2163998	2994	*	peak_4720	1.07265776414685	4.97755435148069e-17	Promoter	16	2163542	2171356	7815	1	84231	ENST00000567645.2	0	ENSG00000131653	TRAF7	TNF receptor associated factor 7	NA	NA	NA
chr16	67856935	67858115	1181	*	peak_5238	1.31076423825359	5.70316849791175e-17	Intron (ENST00000700610.1/10204, intron 1 of 3)	16	67834034	67847811	13778	2	80152	ENST00000568765.5	-9124	ENSG00000102901	CENPT	centromere protein T	NA	NA	NA
chr1	44831538	44832580	1043	*	peak_605	1.13691967423224	6.35861462167187e-17	Exon (ENST00000447098.7/8643, exon 3 of 23)	1	44819844	44823260	3417	2	8643	ENST00000438067.5	-8278	ENSG00000117425	PTCH2	patched 2	NA	NA	NA
chr17	74367125	74368116	992	*	peak_6227	1.44935129985884	7.34659751902938e-17	Promoter	17	74367458	74371840	4383	1	350383	ENST00000585308.6	0	ENSG00000257008	GPR142	G protein-coupled receptor 142	NA	NA	NA
chr1	44282562	44284463	1902	*	peak_592	1.09691723258217	7.44487148485441e-17	Exon (ENST00000456170.6/79033, exon 5 of 7)	1	44221593	44256921	35329	2	79033	ENST00000462341.1	-25641	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3	NA	NA	NA
chr8	143093957	143095652	1696	*	peak_14190	1.06323175720365	7.44487148485441e-17	Distal Intergenic	8	143080630	143083486	2857	1	101928108	ENST00000562505.2	13327	ENSG00000261667	LY6L	lymphocyte antigen 6 family member L	NA	NA	NA
chr1	159861320	159863481	2162	*	peak_985	1.11258890869329	7.61391094535624e-17	Promoter	1	159854316	159862657	8342	2	391123	ENST00000368100.1	0	ENSG00000243284	VSIG8	V-set and immunoglobulin domain containing 8	NA	NA	NA
chr3	53147142	53148306	1165	*	peak_10770	1.48851330421752	7.69656806554129e-17	Distal Intergenic	3	53156009	53179694	23686	1	5580	ENST00000478843.5	-7703	ENSG00000163932	PRKCD	protein kinase C delta	NA	NA	NA
chr10	70508866	70509864	999	*	peak_1701	1.01593470899863	8.24393251004002e-17	Intron (ENST00000263563.7/27143, intron 1 of 19)	10	70538172	70568378	30207	1	27143	ENST00000697574.1	-28308	ENSG00000107719	PALD1	phosphatase domain containing paladin 1	NA	NA	NA
chr2	218004066	218005211	1146	*	peak_8526	1.07927445936506	9.55397702346046e-17	Intron (ENST00000646520.1/7145, intron 1 of 32)	2	217848176	218002995	154820	2	7145	ENST00000446903.5	-1071	ENSG00000079308	TNS1	tensin 1	NA	NA	NA
chr12	132318245	132320196	1952	*	peak_3657	1.17894161100407	9.7201727355313e-17	Intron (ENST00000328957.13/50614, intron 1 of 10)	12	132247440	132329349	81910	2	50614	ENST00000424720.6	9153	ENSG00000182870	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	NA	NA	NA
chr8	143787471	143789828	2358	*	peak_14227	1.13613714520894	2.08427250178384e-16	Promoter	8	143788920	143790135	1216	1	642574	ENST00000534089.5	0	ENSG00000203499	IQANK1	IQ motif and ankyrin repeat containing 1	NA	NA	NA
chr11	64787709	64789034	1326	*	peak_2600	1.14147065951316	2.4581108465687e-16	3' UTR	11	64789137	64796498	7362	2	5871	ENST00000424945.5	7464	ENSG00000168067	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	NA	NA	NA
chr3	12807725	12809860	2136	*	peak_10383	1.12937602180604	2.86624485626204e-16	Promoter	3	12807133	12810153	3021	1	23066	ENST00000466558.1	592	ENSG00000144712	CAND2	cullin associated and neddylation dissociated 2 (putative)	NA	NA	NA
chr8	141332789	141334122	1334	*	peak_13980	1.0174737892708	3.54578133739474e-16	Distal Intergenic	8	141340505	141344623	4119	1	731779	ENST00000521073.7	-6383	ENSG00000253595	LINC01300	long intergenic non-protein coding RNA 1300	NA	NA	NA
chr8	141577404	141578412	1009	*	peak_14015	1.14761110676511	4.74374084086945e-16	Distal Intergenic	8	141514671	141518729	4059	1	122455339	ENST00000643770.2	62733	ENSG00000226490	C8orf90	chromosome 8 open reading frame 90	NA	NA	NA
chr11	61595173	61596687	1515	*	peak_2532	1.06435170391399	5.64180955799696e-16	Promoter	11	61594780	61608117	13338	1	101927495	ENST00000821436.1	393	ENSG00000250230	LOC101927495	uncharacterized LOC101927495	NA	NA	NA
chr16	2423843	2424983	1141	*	peak_4728	1.2563031745775	5.98208478388616e-16	Exon (ENST00000469908.5/650655, exon 15 of 17)	16	2429394	2458851	29458	1	899	ENST00000293968.11	-4411	ENSG00000162063	CCNF	cyclin F	NA	NA	NA
chr8	144242885	144243989	1105	*	peak_14243	1.05955184411411	6.44920410044156e-16	Exon (ENST00000532255.5/727957, exon 23 of 31)	8	144239112	144261925	22814	1	727957	ENST00000544576.1	3773	ENSG00000179832	MROH1	maestro heat like repeat family member 1	NA	NA	NA
chrX	153667444	153668865	1422	*	peak_14802	1.17859246055083	6.49438715864495e-16	Distal Intergenic	23	153669735	153670831	1097	2	139728	ENST00000438984.5	1966	ENSG00000130822	PNCK	pregnancy up-regulated nonubiquitous CaM kinase	NA	NA	NA
chr3	46716854	46717517	664	*	peak_10598	1.16862039993841	8.41956850485566e-16	Promoter	3	46712117	46717869	5753	2	29122	ENST00000315170.13	352	ENSG00000283706	PRSS50	serine protease 50	NA	NA	NA
